st_abb,st_code,county_name,month,tavg_f
AZ,4,Greenlee,4,60.2
AZ,4,Greenlee,5,69.1
AZ,4,Greenlee,6,78.0
AZ,4,Greenlee,7,82.1
AZ,4,Greenlee,8,80.4
AZ,4,Greenlee,9,74.8
AZ,4,Greenlee,10,63.7
AZ,4,Greenlee,11,51.4
AZ,4,Greenlee,12,43.2
AZ,4,La Paz,1,53.4
AZ,4,La Paz,2,56.9
AZ,4,La Paz,3,62.7
AZ,4,La Paz,4,69.6
AZ,4,La Paz,5,78.4
AZ,4,La Paz,6,86.7
AZ,4,La Paz,7,92.6
AZ,4,La Paz,8,91.9
AZ,4,La Paz,9,85.5
AZ,4,La Paz,10,73.7
AZ,4,La Paz,11,61.2
AZ,4,La Paz,12,52.3
AZ,4,Maricopa,1,53.7
AZ,4,Maricopa,2,56.8
AZ,4,Maricopa,3,62.3
AZ,4,Maricopa,4,69.4
AZ,4,Maricopa,5,78.5
AZ,4,Maricopa,6,87.1
AZ,4,Maricopa,7,92.5
AZ,4,Maricopa,8,91.6
AZ,4,Maricopa,9,85.7
AZ,4,Maricopa,10,73.6
AZ,4,Maricopa,11,61.3
AZ,4,Maricopa,12,52.6
AZ,4,Mohave,1,53.8
AZ,4,Mohave,2,57.7
AZ,4,Mohave,3,63.9
AZ,4,Mohave,4,71.4
AZ,4,Mohave,5,81.0
AZ,4,Mohave,6,89.6
AZ,4,Mohave,7,95.5
AZ,4,Mohave,8,94.5
AZ,4,Mohave,9,87.2
AZ,4,Mohave,10,74.8
AZ,4,Mohave,11,62.0
AZ,4,Mohave,12,53.0
AZ,4,Navajo,1,34.8
AZ,4,Navajo,2,38.8
AZ,4,Navajo,3,44.5
AZ,4,Navajo,4,51.2
AZ,4,Navajo,5,59.9
AZ,4,Navajo,6,68.8
AZ,4,Navajo,7,74.4
AZ,4,Navajo,8,72.4
AZ,4,Navajo,9,66.2
AZ,4,Navajo,10,54.9
AZ,4,Navajo,11,43.3
AZ,4,Navajo,12,34.5
AZ,4,Pima,1,52.1
AZ,4,Pima,2,54.9
AZ,4,Pima,3,60.3
AZ,4,Pima,4,67.5
AZ,4,Pima,5,76.4
AZ,4,Pima,6,85.3
AZ,4,Pima,7,88.8
AZ,4,Pima,8,87.3
AZ,4,Pima,9,82.8
AZ,4,Pima,10,71.8
AZ,4,Pima,11,59.9
AZ,4,Pima,12,51.2
AZ,4,Pinal,1,52.4
AZ,4,Pinal,2,55.4
AZ,4,Pinal,3,61.0
AZ,4,Pinal,4,68.3
AZ,4,Pinal,5,77.5
AZ,4,Pinal,6,86.3
AZ,4,Pinal,7,91.3
AZ,4,Pinal,8,90.2
AZ,4,Pinal,9,84.6
AZ,4,Pinal,10,72.8
AZ,4,Pinal,11,60.2
AZ,4,Pinal,12,51.3
AZ,4,Santa Cruz,1,48.3
AZ,4,Santa Cruz,2,50.5
AZ,4,Santa Cruz,3,55.1
AZ,4,Santa Cruz,4,61.1
AZ,4,Santa Cruz,5,69.0
AZ,4,Santa Cruz,6,77.7
AZ,4,Santa Cruz,7,81.1
AZ,4,Santa Cruz,8,79.4
AZ,4,Santa Cruz,9,75.2
AZ,4,Santa Cruz,10,65.4
AZ,4,Santa Cruz,11,55.1
AZ,4,Santa Cruz,12,47.9
AZ,4,Yavapai,1,44.6
AZ,4,Yavapai,2,47.2
AZ,4,Yavapai,3,52.2
AZ,4,Yavapai,4,58.5
AZ,4,Yavapai,5,67.2
AZ,4,Yavapai,6,75.9
AZ,4,Yavapai,7,81.9
AZ,4,Yavapai,8,80.5
AZ,4,Yavapai,9,74.2
AZ,4,Yavapai,10,63.4
AZ,4,Yavapai,11,51.7
AZ,4,Yavapai,12,43.8
AZ,4,Yuma,1,55.6
AZ,4,Yuma,2,58.7
AZ,4,Yuma,3,64.2
AZ,4,Yuma,4,70.2
AZ,4,Yuma,5,78.1
AZ,4,Yuma,6,86.0
AZ,4,Yuma,7,92.3
AZ,4,Yuma,8,92.3
AZ,4,Yuma,9,86.8
AZ,4,Yuma,10,75.1
AZ,4,Yuma,11,62.9
AZ,4,Yuma,12,54.4
AR,5,Arkansas,1,40.8
AR,5,Arkansas,2,45.1
AR,5,Arkansas,3,53.4
AR,5,Arkansas,4,62.4
AR,5,Arkansas,5,71.2
AR,5,Arkansas,6,79.0
AR,5,Arkansas,7,81.8
AR,5,Arkansas,8,80.8
AR,5,Arkansas,9,73.9
AR,5,Arkansas,10,63.1
AR,5,Arkansas,11,53.0
AR,5,Arkansas,12,43.4
AR,5,Ashley,1,42.9
AR,5,Ashley,2,47.2
AR,5,Ashley,3,54.9
AR,5,Ashley,4,63.6
AR,5,Ashley,5,72.0
AR,5,Ashley,6,79.3
AR,5,Ashley,7,82.0
AR,5,Ashley,8,81.4
AR,5,Ashley,9,74.9
AR,5,Ashley,10,64.2
AR,5,Ashley,11,54.4
AR,5,Ashley,12,45.3
AR,5,Baxter,1,35.4
AR,5,Baxter,2,39.7
AR,5,Baxter,3,48.2
AR,5,Baxter,4,57.9
AR,5,Baxter,5,65.8
AR,5,Baxter,6,74.2
AR,5,Baxter,7,78.6
AR,5,Baxter,8,78.0
AR,5,Baxter,9,69.6
AR,5,Baxter,10,58.5
AR,5,Baxter,11,48.5
AR,5,Baxter,12,37.6
AR,5,Benton,1,34.9
AR,5,Benton,2,39.1
AR,5,Benton,3,47.5
AR,5,Benton,4,56.7
AR,5,Benton,5,65.1
AR,5,Benton,6,73.4
AR,5,Benton,7,78.2
AR,5,Benton,8,77.9
AR,5,Benton,9,69.2
AR,5,Benton,10,58.3
AR,5,Benton,11,47.9
AR,5,Benton,12,37.3
AR,5,Boone,1,35.5
AR,5,Boone,2,39.3
AR,5,Boone,3,47.7
AR,5,Boone,4,57.4
AR,5,Boone,5,65.5
AR,5,Boone,6,73.7
AR,5,Boone,7,78.3
AR,5,Boone,8,77.6
AR,5,Boone,9,69.2
AR,5,Boone,10,58.5
AR,5,Boone,11,48.3
AR,5,Boone,12,37.6
AR,5,Bradley,1,42.2
AR,5,Bradley,2,46.2
AR,5,Bradley,3,54.0
AR,5,Bradley,4,62.3
AR,5,Bradley,5,70.3
AR,5,Bradley,6,77.6
AR,5,Bradley,7,81.0
AR,5,Bradley,8,80.6
AR,5,Bradley,9,73.6
AR,5,Bradley,10,62.8
AR,5,Bradley,11,53.2
AR,5,Bradley,12,44.3
AR,5,Calhoun,1,42.2
AR,5,Calhoun,2,46.0
AR,5,Calhoun,3,54.0
AR,5,Calhoun,4,62.3
AR,5,Calhoun,5,70.3
AR,5,Calhoun,6,77.5
AR,5,Calhoun,7,81.0
AR,5,Calhoun,8,80.7
AR,5,Calhoun,9,73.7
AR,5,Calhoun,10,62.7
AR,5,Calhoun,11,52.9
AR,5,Calhoun,12,44.1
AR,5,Carroll,1,35.0
AR,5,Carroll,2,39.3
AR,5,Carroll,3,47.4
AR,5,Carroll,4,57.1
AR,5,Carroll,5,65.8
AR,5,Carroll,6,73.4
AR,5,Carroll,7,77.9
AR,5,Carroll,8,77.8
AR,5,Carroll,9,69.2
AR,5,Carroll,10,58.5
AR,5,Carroll,11,48.2
AR,5,Carroll,12,37.4
AR,5,Chicot,1,42.9
AR,5,Chicot,2,47.1
AR,5,Chicot,3,55.1
AR,5,Chicot,4,63.9
AR,5,Chicot,5,72.6
AR,5,Chicot,6,79.8
AR,5,Chicot,7,82.4
AR,5,Chicot,8,81.8
AR,5,Chicot,9,75.2
AR,5,Chicot,10,64.6
AR,5,Chicot,11,54.7
AR,5,Chicot,12,45.4
AR,5,Clark,1,41.2
AR,5,Clark,2,45.4
AR,5,Clark,3,53.3
AR,5,Clark,4,61.5
AR,5,Clark,5,69.6
AR,5,Clark,6,77.4
AR,5,Clark,7,81.0
AR,5,Clark,8,80.9
AR,5,Clark,9,73.4
AR,5,Clark,10,62.1
AR,5,Clark,11,52.3
AR,5,Clark,12,43.2
AR,5,Clay,1,35.5
AR,5,Clay,2,40.3
AR,5,Clay,3,49.3
AR,5,Clay,4,59.5
AR,5,Clay,5,68.6
AR,5,Clay,6,77.3
AR,5,Clay,7,80.6
AR,5,Clay,8,79.1
AR,5,Clay,9,71.4
AR,5,Clay,10,60.2
AR,5,Clay,11,49.4
AR,5,Clay,12,38.4
AR,5,Cleburne,1,37.0
AR,5,Cleburne,2,41.4
AR,5,Cleburne,3,50.0
AR,5,Cleburne,4,59.2
AR,5,Cleburne,5,67.6
AR,5,Cleburne,6,75.7
AR,5,Cleburne,7,80.2
AR,5,Cleburne,8,79.7
AR,5,Cleburne,9,71.9
AR,5,Cleburne,10,61.0
AR,5,Cleburne,11,50.4
AR,5,Cleburne,12,39.9
AR,5,Cleveland,1,41.7
AR,5,Cleveland,2,45.8
AR,5,Cleveland,3,53.8
AR,5,Cleveland,4,62.5
AR,5,Cleveland,5,70.8
AR,5,Cleveland,6,78.3
AR,5,Cleveland,7,81.6
AR,5,Cleveland,8,80.8
AR,5,Cleveland,9,73.7
AR,5,Cleveland,10,63.0
AR,5,Cleveland,11,53.1
AR,5,Cleveland,12,43.9
AR,5,Columbia,1,43.4
AR,5,Columbia,2,47.1
AR,5,Columbia,3,55.0
AR,5,Columbia,4,62.8
AR,5,Columbia,5,70.8
AR,5,Columbia,6,78.2
AR,5,Columbia,7,81.6
AR,5,Columbia,8,81.7
AR,5,Columbia,9,74.6
AR,5,Columbia,10,63.7
AR,5,Columbia,11,54.1
AR,5,Columbia,12,45.2
AR,5,Conway,1,38.1
AR,5,Conway,2,42.3
AR,5,Conway,3,50.9
AR,5,Conway,4,59.9
AR,5,Conway,5,68.3
AR,5,Conway,6,76.3
AR,5,Conway,7,80.4
AR,5,Conway,8,80.1
AR,5,Conway,9,72.1
AR,5,Conway,10,61.0
AR,5,Conway,11,50.3
AR,5,Conway,12,40.3
AR,5,Craighead,1,36.9
AR,5,Craighead,2,41.5
AR,5,Craighead,3,50.3
AR,5,Craighead,4,60.2
AR,5,Craighead,5,69.6
AR,5,Craighead,6,78.4
AR,5,Craighead,7,81.4
AR,5,Craighead,8,80.0
AR,5,Craighead,9,72.5
AR,5,Craighead,10,61.3
AR,5,Craighead,11,50.4
AR,5,Craighead,12,39.8
AR,5,Crawford,1,37.7
AR,5,Crawford,2,42.3
AR,5,Crawford,3,50.6
AR,5,Crawford,4,59.7
AR,5,Crawford,5,68.0
AR,5,Crawford,6,76.1
AR,5,Crawford,7,80.7
AR,5,Crawford,8,80.5
AR,5,Crawford,9,72.4
AR,5,Crawford,10,61.2
AR,5,Crawford,11,50.3
AR,5,Crawford,12,40.0
AR,5,Crittenden,1,38.5
AR,5,Crittenden,2,43.0
AR,5,Crittenden,3,51.6
AR,5,Crittenden,4,61.2
AR,5,Crittenden,5,70.2
AR,5,Crittenden,6,78.5
AR,5,Crittenden,7,81.3
AR,5,Crittenden,8,80.1
AR,5,Crittenden,9,73.1
AR,5,Crittenden,10,62.3
AR,5,Crittenden,11,51.6
AR,5,Crittenden,12,41.5
AR,5,Cross,1,38.0
AR,5,Cross,2,42.5
AR,5,Cross,3,51.2
AR,5,Cross,4,60.8
AR,5,Cross,5,69.9
AR,5,Cross,6,78.3
AR,5,Cross,7,81.2
AR,5,Cross,8,79.7
AR,5,Cross,9,72.5
AR,5,Cross,10,61.9
AR,5,Cross,11,51.3
AR,5,Cross,12,41.0
AR,5,Dallas,1,41.1
AR,5,Dallas,2,45.2
AR,5,Dallas,3,53.3
AR,5,Dallas,4,61.6
AR,5,Dallas,5,69.7
AR,5,Dallas,6,77.5
AR,5,Dallas,7,81.2
AR,5,Dallas,8,80.7
AR,5,Dallas,9,73.3
AR,5,Dallas,10,62.2
AR,5,Dallas,11,52.3
AR,5,Dallas,12,43.1
AR,5,Desha,1,41.8
AR,5,Desha,2,46.1
AR,5,Desha,3,54.2
AR,5,Desha,4,63.1
AR,5,Desha,5,71.9
AR,5,Desha,6,79.3
AR,5,Desha,7,81.9
AR,5,Desha,8,81.0
AR,5,Desha,9,74.3
AR,5,Desha,10,63.7
AR,5,Desha,11,53.9
AR,5,Desha,12,44.4
AR,5,Drew,1,42.3
AR,5,Drew,2,46.4
AR,5,Drew,3,54.5
AR,5,Drew,4,63.3
AR,5,Drew,5,71.9
AR,5,Drew,6,79.3
AR,5,Drew,7,82.2
AR,5,Drew,8,81.3
AR,5,Drew,9,74.6
AR,5,Drew,10,64.0
AR,5,Drew,11,54.1
AR,5,Drew,12,44.7
AR,5,Faulkner,1,38.5
AR,5,Faulkner,2,42.8
AR,5,Faulkner,3,51.4
AR,5,Faulkner,4,60.5
AR,5,Faulkner,5,69.1
AR,5,Faulkner,6,77.3
AR,5,Faulkner,7,81.1
AR,5,Faulkner,8,80.8
AR,5,Faulkner,9,73.0
AR,5,Faulkner,10,61.8
AR,5,Faulkner,11,51.0
AR,5,Faulkner,12,40.9
AR,5,Franklin,1,37.8
AR,5,Franklin,2,42.4
AR,5,Franklin,3,50.7
AR,5,Franklin,4,59.6
AR,5,Franklin,5,68.0
AR,5,Franklin,6,76.2
AR,5,Franklin,7,80.7
AR,5,Franklin,8,80.6
AR,5,Franklin,9,72.4
AR,5,Franklin,10,61.2
AR,5,Franklin,11,50.4
AR,5,Franklin,12,40.0
AR,5,Fulton,1,34.8
AR,5,Fulton,2,39.1
AR,5,Fulton,3,47.9
AR,5,Fulton,4,57.7
AR,5,Fulton,5,65.8
AR,5,Fulton,6,74.4
AR,5,Fulton,7,78.6
AR,5,Fulton,8,77.8
AR,5,Fulton,9,69.6
AR,5,Fulton,10,58.3
AR,5,Fulton,11,48.1
AR,5,Fulton,12,37.1
AR,5,Garland,1,40.0
AR,5,Garland,2,43.9
AR,5,Garland,3,51.9
AR,5,Garland,4,60.5
AR,5,Garland,5,68.6
AR,5,Garland,6,76.5
AR,5,Garland,7,80.6
AR,5,Garland,8,80.4
AR,5,Garland,9,72.6
AR,5,Garland,10,61.6
AR,5,Garland,11,51.3
AR,5,Garland,12,41.9
AR,5,Grant,1,40.6
AR,5,Grant,2,44.7
AR,5,Grant,3,52.9
AR,5,Grant,4,61.5
AR,5,Grant,5,69.8
AR,5,Grant,6,77.6
AR,5,Grant,7,81.3
AR,5,Grant,8,80.7
AR,5,Grant,9,73.3
AR,5,Grant,10,62.1
AR,5,Grant,11,52.0
AR,5,Grant,12,42.7
AR,5,Greene,1,36.3
AR,5,Greene,2,41.1
AR,5,Greene,3,49.9
AR,5,Greene,4,60.0
AR,5,Greene,5,69.0
AR,5,Greene,6,77.7
AR,5,Greene,7,80.9
AR,5,Greene,8,79.5
AR,5,Greene,9,71.9
AR,5,Greene,10,60.8
AR,5,Greene,11,50.0
AR,5,Greene,12,39.2
AR,5,Hempstead,1,42.0
AR,5,Hempstead,2,46.1
AR,5,Hempstead,3,53.8
AR,5,Hempstead,4,61.9
AR,5,Hempstead,5,70.0
AR,5,Hempstead,6,77.6
AR,5,Hempstead,7,81.4
AR,5,Hempstead,8,81.3
AR,5,Hempstead,9,74.0
AR,5,Hempstead,10,63.1
AR,5,Hempstead,11,53.1
AR,5,Hempstead,12,43.9
AR,5,Hot Spring,1,40.6
AR,5,Hot Spring,2,44.7
AR,5,Hot Spring,3,52.8
AR,5,Hot Spring,4,61.2
AR,5,Hot Spring,5,69.3
AR,5,Hot Spring,6,77.2
AR,5,Hot Spring,7,81.0
AR,5,Hot Spring,8,80.7
AR,5,Hot Spring,9,73.1
AR,5,Hot Spring,10,62.0
AR,5,Hot Spring,11,51.8
AR,5,Hot Spring,12,42.5
AR,5,Howard,1,41.2
AR,5,Howard,2,45.3
AR,5,Howard,3,53.0
AR,5,Howard,4,61.2
AR,5,Howard,5,69.5
AR,5,Howard,6,77.1
AR,5,Howard,7,81.1
AR,5,Howard,8,81.1
AR,5,Howard,9,73.7
AR,5,Howard,10,62.6
AR,5,Howard,11,52.4
AR,5,Howard,12,43.3
AR,5,Independence,1,37.1
AR,5,Independence,2,41.5
AR,5,Independence,3,50.2
AR,5,Independence,4,59.8
AR,5,Independence,5,68.3
AR,5,Independence,6,76.9
AR,5,Independence,7,80.7
AR,5,Independence,8,79.7
AR,5,Independence,9,71.8
AR,5,Independence,10,60.6
AR,5,Independence,11,50.3
AR,5,Independence,12,39.7
AR,5,Izard,1,35.8
AR,5,Izard,2,40.2
AR,5,Izard,3,48.7
AR,5,Izard,4,58.5
AR,5,Izard,5,66.5
AR,5,Izard,6,75.1
AR,5,Izard,7,79.3
AR,5,Izard,8,78.5
AR,5,Izard,9,70.4
AR,5,Izard,10,59.1
AR,5,Izard,11,49.0
AR,5,Izard,12,38.2
AR,5,Jackson,1,37.4
AR,5,Jackson,2,42.0
AR,5,Jackson,3,50.9
AR,5,Jackson,4,60.7
AR,5,Jackson,5,69.6
AR,5,Jackson,6,78.2
AR,5,Jackson,7,81.6
AR,5,Jackson,8,80.3
AR,5,Jackson,9,72.5
AR,5,Jackson,10,61.4
AR,5,Jackson,11,50.8
AR,5,Jackson,12,40.3
AR,5,Jefferson,1,41.1
AR,5,Jefferson,2,45.3
AR,5,Jefferson,3,53.4
AR,5,Jefferson,4,62.6
AR,5,Jefferson,5,71.2
AR,5,Jefferson,6,79.0
AR,5,Jefferson,7,82.0
AR,5,Jefferson,8,81.0
AR,5,Jefferson,9,73.9
AR,5,Jefferson,10,63.2
AR,5,Jefferson,11,53.1
AR,5,Jefferson,12,43.6
AR,5,Johnson,1,37.5
AR,5,Johnson,2,42.1
AR,5,Johnson,3,50.3
AR,5,Johnson,4,59.2
AR,5,Johnson,5,67.6
AR,5,Johnson,6,75.8
AR,5,Johnson,7,80.3
AR,5,Johnson,8,80.2
AR,5,Johnson,9,72.1
AR,5,Johnson,10,60.8
AR,5,Johnson,11,50.1
AR,5,Johnson,12,39.7
AR,5,Lafayette,1,43.3
AR,5,Lafayette,2,47.1
AR,5,Lafayette,3,55.0
AR,5,Lafayette,4,62.7
AR,5,Lafayette,5,70.8
AR,5,Lafayette,6,78.3
AR,5,Lafayette,7,81.8
AR,5,Lafayette,8,81.9
AR,5,Lafayette,9,74.7
AR,5,Lafayette,10,63.7
AR,5,Lafayette,11,53.9
AR,5,Lafayette,12,45.1
AR,5,Lawrence,1,36.5
AR,5,Lawrence,2,41.0
AR,5,Lawrence,3,49.9
AR,5,Lawrence,4,59.9
AR,5,Lawrence,5,68.9
AR,5,Lawrence,6,77.6
AR,5,Lawrence,7,81.1
AR,5,Lawrence,8,79.7
AR,5,Lawrence,9,71.8
AR,5,Lawrence,10,60.8
AR,5,Lawrence,11,50.0
AR,5,Lawrence,12,39.2
AR,5,Lee,1,39.1
AR,5,Lee,2,43.6
AR,5,Lee,3,52.1
AR,5,Lee,4,61.5
AR,5,Lee,5,70.6
AR,5,Lee,6,78.5
AR,5,Lee,7,81.3
AR,5,Lee,8,80.3
AR,5,Lee,9,73.2
AR,5,Lee,10,62.3
AR,5,Lee,11,51.9
AR,5,Lee,12,42.0
AR,5,Lincoln,1,41.8
AR,5,Lincoln,2,46.0
AR,5,Lincoln,3,54.0
AR,5,Lincoln,4,63.0
AR,5,Lincoln,5,71.4
AR,5,Lincoln,6,78.9
AR,5,Lincoln,7,81.8
AR,5,Lincoln,8,80.6
AR,5,Lincoln,9,73.8
AR,5,Lincoln,10,63.3
AR,5,Lincoln,11,53.6
AR,5,Lincoln,12,44.2
AR,5,Little River,1,42.9
AR,5,Little River,2,46.9
AR,5,Little River,3,54.8
AR,5,Little River,4,62.8
AR,5,Little River,5,71.0
AR,5,Little River,6,78.5
AR,5,Little River,7,82.3
AR,5,Little River,8,82.2
AR,5,Little River,9,74.7
AR,5,Little River,10,63.8
AR,5,Little River,11,53.8
AR,5,Little River,12,44.8
AR,5,Logan,1,38.5
AR,5,Logan,2,43.0
AR,5,Logan,3,51.3
AR,5,Logan,4,60.3
AR,5,Logan,5,68.5
AR,5,Logan,6,76.5
AR,5,Logan,7,80.9
AR,5,Logan,8,80.7
AR,5,Logan,9,72.6
AR,5,Logan,10,61.6
AR,5,Logan,11,50.8
AR,5,Logan,12,40.5
AR,5,Lonoke,1,39.9
AR,5,Lonoke,2,44.2
AR,5,Lonoke,3,52.4
AR,5,Lonoke,4,61.8
AR,5,Lonoke,5,70.5
AR,5,Lonoke,6,78.6
AR,5,Lonoke,7,81.7
AR,5,Lonoke,8,80.9
AR,5,Lonoke,9,73.4
AR,5,Lonoke,10,62.6
AR,5,Lonoke,11,52.2
AR,5,Lonoke,12,42.4
AR,5,Madison,1,35.5
AR,5,Madison,2,39.9
AR,5,Madison,3,47.9
AR,5,Madison,4,57.4
AR,5,Madison,5,65.3
AR,5,Madison,6,73.3
AR,5,Madison,7,77.9
AR,5,Madison,8,77.8
AR,5,Madison,9,69.4
AR,5,Madison,10,58.9
AR,5,Madison,11,48.6
AR,5,Madison,12,37.9
AR,5,Marion,1,35.6
AR,5,Marion,2,39.6
AR,5,Marion,3,48.1
AR,5,Marion,4,57.7
AR,5,Marion,5,65.7
AR,5,Marion,6,74.0
AR,5,Marion,7,78.5
AR,5,Marion,8,77.8
AR,5,Marion,9,69.5
AR,5,Marion,10,58.6
AR,5,Marion,11,48.4
AR,5,Marion,12,37.7
AR,5,Miller,1,43.3
AR,5,Miller,2,47.1
AR,5,Miller,3,55.0
AR,5,Miller,4,62.8
AR,5,Miller,5,71.0
AR,5,Miller,6,78.5
AR,5,Miller,7,82.0
AR,5,Miller,8,82.1
AR,5,Miller,9,74.7
AR,5,Miller,10,63.9
AR,5,Miller,11,54.0
AR,5,Miller,12,45.0
AR,5,Mississippi,1,37.2
AR,5,Mississippi,2,41.8
AR,5,Mississippi,3,50.5
AR,5,Mississippi,4,60.5
AR,5,Mississippi,5,70.0
AR,5,Mississippi,6,78.6
AR,5,Mississippi,7,81.3
AR,5,Mississippi,8,79.8
AR,5,Mississippi,9,72.4
AR,5,Mississippi,10,61.5
AR,5,Mississippi,11,50.8
AR,5,Mississippi,12,40.2
AR,5,Monroe,1,39.4
AR,5,Monroe,2,43.8
AR,5,Monroe,3,52.3
AR,5,Monroe,4,61.6
AR,5,Monroe,5,70.5
AR,5,Monroe,6,78.6
AR,5,Monroe,7,81.5
AR,5,Monroe,8,80.4
AR,5,Monroe,9,73.2
AR,5,Monroe,10,62.3
AR,5,Monroe,11,52.0
AR,5,Monroe,12,42.2
AR,5,Montgomery,1,39.1
AR,5,Montgomery,2,42.9
AR,5,Montgomery,3,50.9
AR,5,Montgomery,4,59.4
AR,5,Montgomery,5,67.5
AR,5,Montgomery,6,75.6
AR,5,Montgomery,7,79.7
AR,5,Montgomery,8,79.2
AR,5,Montgomery,9,71.5
AR,5,Montgomery,10,60.3
AR,5,Montgomery,11,50.3
AR,5,Montgomery,12,41.2
AR,5,Nevada,1,42.1
AR,5,Nevada,2,46.1
AR,5,Nevada,3,54.0
AR,5,Nevada,4,62.1
AR,5,Nevada,5,70.0
AR,5,Nevada,6,77.6
AR,5,Nevada,7,81.3
AR,5,Nevada,8,81.2
AR,5,Nevada,9,73.9
AR,5,Nevada,10,62.9
AR,5,Nevada,11,53.0
AR,5,Nevada,12,43.8
AR,5,Newton,1,35.4
AR,5,Newton,2,39.5
AR,5,Newton,3,47.7
AR,5,Newton,4,57.2
AR,5,Newton,5,65.2
AR,5,Newton,6,73.0
AR,5,Newton,7,77.7
AR,5,Newton,8,77.4
AR,5,Newton,9,69.1
AR,5,Newton,10,58.6
AR,5,Newton,11,48.2
AR,5,Newton,12,37.4
AR,5,Ouachita,1,42.1
AR,5,Ouachita,2,46.1
AR,5,Ouachita,3,54.1
AR,5,Ouachita,4,62.4
AR,5,Ouachita,5,70.4
AR,5,Ouachita,6,77.9
AR,5,Ouachita,7,81.4
AR,5,Ouachita,8,81.1
AR,5,Ouachita,9,73.7
AR,5,Ouachita,10,62.7
AR,5,Ouachita,11,53.0
AR,5,Ouachita,12,44.0
AR,5,Perry,1,38.8
AR,5,Perry,2,43.0
AR,5,Perry,3,51.5
AR,5,Perry,4,60.3
AR,5,Perry,5,68.6
AR,5,Perry,6,76.7
AR,5,Perry,7,80.7
AR,5,Perry,8,80.4
AR,5,Perry,9,72.3
AR,5,Perry,10,61.3
AR,5,Perry,11,50.7
AR,5,Perry,12,40.8
AR,5,Phillips,1,40.0
AR,5,Phillips,2,44.5
AR,5,Phillips,3,52.9
AR,5,Phillips,4,62.1
AR,5,Phillips,5,71.0
AR,5,Phillips,6,78.9
AR,5,Phillips,7,81.7
AR,5,Phillips,8,80.9
AR,5,Phillips,9,73.9
AR,5,Phillips,10,62.9
AR,5,Phillips,11,52.6
AR,5,Phillips,12,42.8
AR,5,Pike,1,40.0
AR,5,Pike,2,44.0
AR,5,Pike,3,51.9
AR,5,Pike,4,60.2
AR,5,Pike,5,68.2
AR,5,Pike,6,76.1
AR,5,Pike,7,80.1
AR,5,Pike,8,80.0
AR,5,Pike,9,72.4
AR,5,Pike,10,61.3
AR,5,Pike,11,51.2
AR,5,Pike,12,42.1
AR,5,Poinsett,1,37.4
AR,5,Poinsett,2,41.9
AR,5,Poinsett,3,50.7
AR,5,Poinsett,4,60.5
AR,5,Poinsett,5,69.8
AR,5,Poinsett,6,78.5
AR,5,Poinsett,7,81.6
AR,5,Poinsett,8,79.9
AR,5,Poinsett,9,72.6
AR,5,Poinsett,10,61.7
AR,5,Poinsett,11,50.9
AR,5,Poinsett,12,40.4
AR,5,Polk,1,39.3
AR,5,Polk,2,43.1
AR,5,Polk,3,50.9
AR,5,Polk,4,59.2
AR,5,Polk,5,67.3
AR,5,Polk,6,75.2
AR,5,Polk,7,79.2
AR,5,Polk,8,79.0
AR,5,Polk,9,71.3
AR,5,Polk,10,60.7
AR,5,Polk,11,50.6
AR,5,Polk,12,41.2
AR,5,Pope,1,37.9
AR,5,Pope,2,42.2
AR,5,Pope,3,50.6
AR,5,Pope,4,59.7
AR,5,Pope,5,68.0
AR,5,Pope,6,75.9
AR,5,Pope,7,80.2
AR,5,Pope,8,80.1
AR,5,Pope,9,72.1
AR,5,Pope,10,60.9
AR,5,Pope,11,50.0
AR,5,Pope,12,39.9
AR,5,Prairie,1,39.5
AR,5,Prairie,2,43.8
AR,5,Prairie,3,52.3
AR,5,Prairie,4,61.8
AR,5,Prairie,5,70.7
AR,5,Prairie,6,78.9
AR,5,Prairie,7,81.8
AR,5,Prairie,8,80.8
AR,5,Prairie,9,73.3
AR,5,Prairie,10,62.4
AR,5,Prairie,11,52.1
AR,5,Prairie,12,42.1
AR,5,Pulaski,1,40.0
AR,5,Pulaski,2,44.3
AR,5,Pulaski,3,52.5
AR,5,Pulaski,4,61.6
AR,5,Pulaski,5,70.2
AR,5,Pulaski,6,78.4
AR,5,Pulaski,7,81.9
AR,5,Pulaski,8,81.3
AR,5,Pulaski,9,73.8
AR,5,Pulaski,10,62.7
AR,5,Pulaski,11,52.2
AR,5,Pulaski,12,42.3
AR,5,Randolph,1,35.3
AR,5,Randolph,2,40.1
AR,5,Randolph,3,49.0
AR,5,Randolph,4,59.0
AR,5,Randolph,5,67.6
AR,5,Randolph,6,76.4
AR,5,Randolph,7,80.0
AR,5,Randolph,8,78.7
AR,5,Randolph,9,70.7
AR,5,Randolph,10,59.6
AR,5,Randolph,11,48.9
AR,5,Randolph,12,38.1
AR,5,St. Francis,1,38.8
AR,5,St. Francis,2,43.2
AR,5,St. Francis,3,51.8
AR,5,St. Francis,4,61.3
AR,5,St. Francis,5,70.2
AR,5,St. Francis,6,78.2
AR,5,St. Francis,7,81.0
AR,5,St. Francis,8,80.0
AR,5,St. Francis,9,72.8
AR,5,St. Francis,10,62.1
AR,5,St. Francis,11,51.6
AR,5,St. Francis,12,41.7
AR,5,Saline,1,40.4
AR,5,Saline,2,44.5
AR,5,Saline,3,52.7
AR,5,Saline,4,61.5
AR,5,Saline,5,69.6
